row_id,campaign_name,Platform,hotel,Date,impressions,Clicks,spend_idr,conversions,bookings_generated,Revenue_Generated_IDR,ad_creative_id,target_audience
654, Flash Sale 48H,Email Campaign,The Mulia Nusa Dua,2024-03-16,45379,910,24985843.0,88,35,109785130,CRE006,Broad
655,Eid Holiday Package,TikTok Ads,Bisma Eight,2024-01-19,49184,2330,24110943.0,89,58,458308286,CRE050,Retargeting
656,Eid Holiday Package,Meta Ads,Komaneka Bisma,2024-02-04,62242,3958,2921710.0,285,105,205666650,CRE050,Interest
657,valentine weekend,TikTok Ads,Bisma Eight,2024-01-24,53810,1947,6125181.0,180,132,792774840,CRE024,Retargeting
658,Loyalty Member Deal,Email Campaign,Bisma Eight,2024-01-28,79326,3944,16733448.0,281,102,632154894,CRE031,Lookalike
659,Long Weekend Promo,Google Ads,The Mulia Nusa Dua,2024-03-09,44347,2926,17655083.0,154,70,351399510,,Lookalike
660,Flash Sale 48H ,Email Campaign,Katamama Resort,2024-02-24,36290,466,,53,31,188738199,CRE018,Interest
661,Valentine Weekend,TikTok Ads,The Mulia Nusa Dua,2024-02-08,67095,4628,16579567.0,102,31,49199976,CRE010,Retargeting
662,Long Weekend Promo,TikTok Ads,The Layar Seminyak,2024-03-23,79676,1916,1578424.0,153,107,502538661,CRE019,Retargeting
663,Long Weekend Promo,Google Ads,Alaya Ubud,2024-02-21,14276,1113,2653302.0,111,50,202429550,CRE036,Broad
664,Summer Escape 2024,Email Campaign,Bisma Eight,2024-02-20,36327,1426,20445561.0,110,79,485606522,CRE041,
665,Flash Sale 48H,Email Campaign,Alaya Ubud,2024-01-08,79160,3377,2771509.0,372,203,1380540882,CRE025,Broad
666,Flash Sale 48H,TikTok Ads,Katamama Resort,2024-03-24,33468,2392,5703377.0,228,88,480200160,CRE047,Lookalike
667,Long Weekend Promo,Organic,The Layar Seminyak,2024-01-14,32900,1585,,84,42,216188532,CRE001,Broad
668,Flash Sale 48H,TikTok Ads,Bisma Eight,2024-02-29,29030,1362,9366963.0,90,38,125150112,CRE020,Lookalike
669, Summer Escape 2024,TikTok Ads,Katamama Resort,2024-03-16,34504,700,3325306.0,63,45,267446205,,Retargeting
670, Long Weekend Promo,Organic,The Layar Seminyak,2024-01-16,39992,2195,22014890.0,146,107,722690947,CRE005,Interest
671,long weekend promo,Meta Ads,Alaya Ubud,2024-01-01,8385,386,14480088.0,7,6,24667344,,Lookalike
672,Valentine Weekend,Organic,Bisma Eight,2024-03-25,66676,3465,14608138.0,87,66,145334112,CRE048,Lookalike
673,flash sale 48h,Meta Ads,Alaya Ubud,2024-03-01,39703,647,18005334.0,49,37,270223025,CRE002,Retargeting
674,Flash Sale 48H,TikTok Ads,Katamama Resort,2024-03-19,54624,3057,23332672.0,349,251,1750982024,CRE038,Interest
675,Loyalty Member Deal,Organic,Bisma Eight,2024-03-26,38368,2233,23803849.0,65,36,178622604,CRE026,Lookalike
676,Long Weekend Promo,TikTok Ads,Bisma Eight,2024-01-07,46891,2483,14955551.0,132,41,252049222,CRE041,Retargeting
677, Valentine Weekend,Organic,Katamama Resort,2024-03-12,40313,891,15195376.0,56,23,158989570,CRE043,Retargeting
678,flash sale 48h,Email Campaign,Bisma Eight,2024-02-06,11493,166,3911020.0,15,4,23386924,CRE037,Retargeting
679,Eid Holiday Package,Meta Ads,Katamama Resort,2024-01-08,44103,1374,8994673.0,78,52,183930032,CRE043,
680,Summer Escape 2024,Email Campaign,The Mulia Nusa Dua,2024-03-06,26097,1717,5737437.0,151,81,366942312,CRE012,Retargeting
681,Long Weekend Promo,TikTok Ads,The Mulia Nusa Dua,2024-01-16,6515,119,13910061.0,6,2,6270348,CRE008,
682,Loyalty Member Deal,Google Ads,Katamama Resort,2024-02-04,62337,4303,17361584.0,513,276,1473202716,CRE002,Broad
683,Long Weekend Promo,Meta Ads,The Layar Seminyak,2024-01-14,58861,3093,23973822.0,74,65,136561945,,Broad
684,Valentine Weekend,Organic,Komaneka Bisma,2024-03-30,54124,4065,3096364.0,285,159,478665525,CRE025,Retargeting
685,Valentine Weekend,Organic,Alaya Ubud,2024-03-14,27378,1930,4957001.0,118,41,73002181,CRE046,Retargeting
686,Valentine Weekend,TikTok Ads,Bisma Eight,2024-02-07,23332,1798,5354412.0,41,23,126926213,CRE036,Lookalike
687, Summer Escape 2024,Google Ads,Bisma Eight,2024-01-10,31099,1607,674463.0,133,110,343245870,CRE036,Retargeting
688,Summer Escape 2024,TikTok Ads,Katamama Resort,2024-03-28,79101,3135,19803454.0,157,99,520784055,CRE011,Retargeting
689,Eid Holiday Package,Meta Ads,The Mulia Nusa Dua,2024-01-04,44842,1919,16811587.0,54,44,206628576,CRE037,Retargeting
690,valentine weekend,TikTok Ads,Bisma Eight,2024-01-23,25525,556,9069880.0,62,34,198855596,CRE011,Retargeting
691,Loyalty Member Deal,Google Ads,Katamama Resort,2024-03-14,50650,2207,11017878.0,158,97,399625644,CRE050,Lookalike
692,Eid Holiday Package,TikTok Ads,Katamama Resort,2024-02-26,34981,1627,21782370.0,186,69,223743678,,Interest
693,Summer Escape 2024,Email Campaign,The Mulia Nusa Dua,2024-02-21,51286,2432,22658698.0,233,183,1117010955,CRE047,Lookalike
694,Valentine Weekend,Email Campaign,Alaya Ubud,2024-01-16,31575,2412,2697237.0,89,27,152755524,CRE004,Interest
695,Summer Escape 2024,Meta Ads,Bisma Eight,2024-03-31,18136,611,4455367.0,27,23,36879511,CRE024,Lookalike
696,valentine weekend,Google Ads,Katamama Resort,2024-01-27,8512,401,18631074.0,22,10,57437930,CRE043,Retargeting
697,FLASH SALE 48H,Meta Ads,Komaneka Bisma,2024-01-11,28805,1644,22185276.0,194,102,549090378,CRE043,Interest
698, Flash Sale 48H,Email Campaign,The Mulia Nusa Dua,2024-03-23,46201,973,3407263.0,76,54,400491540,CRE044,Broad
699,Loyalty Member Deal,TikTok Ads,Bisma Eight,2024-03-09,9933,539,19113569.0,30,25,134339425,CRE049,Interest
700,Valentine Weekend,TikTok Ads,Komaneka Bisma,2024-03-17,76077,4995,22548680.0,492,396,2268676872,,Broad
701,Eid Holiday Package,Google Ads,Bisma Eight,2024-03-13,11462,478,10514837.0,21,18,95867820,CRE011,Lookalike
702,Long Weekend Promo,Email Campaign,The Layar Seminyak,2024-01-14,42256,2143,21869099.0,166,80,145410640,,Lookalike
703,Long Weekend Promo,Email Campaign,Katamama Resort,2024-03-06,78896,3858,1912402.0,317,109,834055029,CRE020,Retargeting
704,Loyalty Member Deal,Organic,The Mulia Nusa Dua,2024-01-16,72450,5488,10341043.0,114,47,107109428,CRE013,Lookalike
705,Flash Sale 48H,Email Campaign,Alaya Ubud,2024-03-22,1005,54,15700061.0,1,0,0,CRE025,Broad
706,Loyalty Member Deal,Meta Ads,Katamama Resort,2024-02-08,2237,125,,2,1,7289201,CRE034,Lookalike
707,Flash Sale 48H,Organic,The Layar Seminyak,2024-03-18,52683,2725,1498008.0,58,36,56468232,,Retargeting
708,LONG WEEKEND PROMO,Email Campaign,The Layar Seminyak,2024-01-30,70423,1092,12411529.0,82,63,174433518,CRE006,Lookalike
709,Loyalty Member Deal,Google Ads,The Layar Seminyak,2024-01-01,35373,1636,15722414.0,88,62,108010138,CRE018,Broad
710, Eid Holiday Package,Google Ads,Alaya Ubud,2024-01-12,10502,598,5088639.0,66,52,133557008,CRE001,
711,eid holiday package,Email Campaign,The Mulia Nusa Dua,2024-03-22,4011,215,16433821.0,4,1,1824788,CRE047,
712,long weekend promo,Email Campaign,The Layar Seminyak,2024-03-22,2720,59,6167429.0,4,2,8595244,CRE049,
713,Loyalty Member Deal,Google Ads,Bisma Eight,2024-01-07,72829,5232,13576777.0,615,417,2535451323,CRE018,Retargeting
714,Valentine Weekend,TikTok Ads,Alaya Ubud,2024-03-08,70900,1527,15465454.0,80,63,319887477,CRE043,Retargeting
715,Long Weekend Promo,Meta Ads,The Mulia Nusa Dua,2024-01-24,47126,2429,1900409.0,218,150,735449550,CRE045,Retargeting
716,Eid Holiday Package,Meta Ads,Bisma Eight,2024-03-23,55697,822,1087628.0,53,45,147277890,CRE026,Interest
717,Eid Holiday Package,Meta Ads,Bisma Eight,2024-02-11,2813,111,18297457.0,6,3,5206020,,
718,Summer Escape 2024,Organic,Katamama Resort,2024-01-23,29992,1353,20436879.0,158,51,226485033,CRE027,Interest
719,Flash Sale 48H ,TikTok Ads,The Mulia Nusa Dua,2024-03-22,73175,4438,16288278.0,307,98,202899984,CRE001,Retargeting
720,Valentine Weekend,TikTok Ads,Katamama Resort,2024-01-04,10705,735,24793288.0,35,26,115220066,CRE015,Broad
721,flash sale 48h,Organic,The Layar Seminyak,2024-03-16,78403,2496,6978149.0,207,170,480720220,CRE046,Broad
722,Summer Escape 2024,Google Ads,The Mulia Nusa Dua,2024-02-01,40908,1426,8105728.0,107,45,110539215,,Interest
723,Valentine Weekend,TikTok Ads,Alaya Ubud,2024-01-26,8858,150,2930966.0,14,11,68641958,CRE014,Broad
724,Eid Holiday Package,Email Campaign,The Layar Seminyak,2024-01-16,71444,4855,22883197.0,151,78,402258402,CRE008,Retargeting
725,Loyalty Member Deal ,Organic,The Layar Seminyak,2024-02-09,21975,723,1180417.0,24,11,62807921,CRE015,Retargeting
726, Loyalty Member Deal,TikTok Ads,The Mulia Nusa Dua,2024-01-07,58020,1341,13724299.0,98,49,347078417,CRE041,Retargeting
727,Eid Holiday Package,Google Ads,Komaneka Bisma,2024-03-19,63640,4549,20252582.0,375,181,1415115196,CRE020,Lookalike
728,Long Weekend Promo,Organic,The Mulia Nusa Dua,2024-01-19,29481,1320,23817808.0,137,76,345947212,CRE030,Broad
729,Summer Escape 2024,Email Campaign,The Layar Seminyak,2024-03-01,30120,1911,13387176.0,147,98,699073592,CRE025,Broad
730,Valentine Weekend ,Email Campaign,Alaya Ubud,2024-03-02,53053,3964,21343499.0,340,181,1394000641,CRE044,Broad
731,Long Weekend Promo,Meta Ads,Alaya Ubud,2024-01-05,72907,4218,18148927.0,115,90,275751450,CRE036,Retargeting
732,Loyalty Member Deal,Google Ads,Bisma Eight,2024-02-05,6052,341,17726404.0,38,30,88861020,CRE047,Broad
733,Long Weekend Promo,Google Ads,The Layar Seminyak,2024-01-09,4808,234,14858679.0,19,15,110050020,CRE044,Lookalike
734,Eid Holiday Package,TikTok Ads,Alaya Ubud,2024-01-05,8816,277,5880770.0,16,10,52088660,CRE026,Broad
735,Long Weekend Promo,Email Campaign,The Layar Seminyak,2024-01-13,53688,1218,4963396.0,123,83,233293578,CRE006,Lookalike
736,VALENTINE WEEKEND,Google Ads,The Layar Seminyak,2024-02-08,51600,3956,4511161.0,250,162,423061380,CRE026,Retargeting
737,Summer Escape 2024,Meta Ads,The Layar Seminyak,2024-03-10,32942,832,24818509.0,76,43,183805220,CRE043,Broad
738,LOYALTY MEMBER DEAL,Meta Ads,Komaneka Bisma,2024-03-20,57237,4317,3612467.0,289,170,386282500,CRE035,Broad
739,Valentine Weekend,Email Campaign,Alaya Ubud,2024-03-27,41267,2980,15439253.0,268,131,784121067,CRE004,Interest
740,Eid Holiday Package,TikTok Ads,Katamama Resort,2024-03-12,33744,848,24282641.0,19,15,77756610,CRE032,
741,loyalty member deal,Email Campaign,Alaya Ubud,2024-01-13,55720,2495,3762018.0,86,32,100469920,CRE021,Interest
742,Loyalty Member Deal,Organic,Katamama Resort,2024-03-03,68940,4655,4920707.0,526,296,1217610208,CRE010,Lookalike
743,long weekend promo,Meta Ads,Komaneka Bisma,2024-01-16,10336,159,1703409.0,9,3,18228453,,Broad
744,Eid Holiday Package,TikTok Ads,Bisma Eight,2024-02-14,16470,780,21453244.0,67,27,160001001,,Interest
745,Eid Holiday Package,Google Ads,Alaya Ubud,2024-03-28,12749,183,19415779.0,21,9,47787444,CRE042,Interest
746,Summer Escape 2024 ,Google Ads,Komaneka Bisma,2024-02-14,33608,2199,23870844.0,125,48,208185792,CRE050,Retargeting
747,Valentine Weekend,Meta Ads,The Mulia Nusa Dua,2024-03-26,17502,1068,17130930.0,89,26,187655962,CRE040,Broad
748, Valentine Weekend,Meta Ads,The Layar Seminyak,2024-03-18,34121,619,14515496.0,58,18,34778754,CRE029,Retargeting
749, Valentine Weekend,Google Ads,The Mulia Nusa Dua,2024-01-07,59218,1271,6785507.0,97,45,174559905,CRE015,Interest
750,Summer Escape 2024,Organic,The Layar Seminyak,2024-03-11,68798,1945,7034616.0,85,26,39908544,CRE001,Retargeting
751,Loyalty Member Deal,Email Campaign,Alaya Ubud,2024-01-06,47339,1315,14673379.0,61,35,66029845,CRE034,Interest
752,Eid Holiday Package,Meta Ads,The Layar Seminyak,2024-03-06,55473,1423,15400067.0,88,69,124186752,CRE026,Broad
753,Loyalty Member Deal,Meta Ads,The Mulia Nusa Dua,2024-01-26,3687,171,23451167.0,6,2,5126052,CRE046,Broad
754,Summer Escape 2024 ,Organic,Katamama Resort,2024-03-12,16386,735,4779989.0,23,17,38900471,CRE015,Retargeting
755,FLASH SALE 48H,Meta Ads,The Mulia Nusa Dua,2024-01-28,73559,3017,10620201.0,75,38,140734254,,Lookalike
756,Summer Escape 2024,Email Campaign,The Layar Seminyak,2024-03-06,2376,98,17751685.0,11,4,22550928,CRE005,Retargeting
757,Flash Sale 48H,Organic,Alaya Ubud,2024-02-25,9569,142,19024433.0,3,1,4193889,CRE044,Retargeting
758,Eid Holiday Package,Organic,Komaneka Bisma,2024-02-17,53530,1659,22407286.0,122,42,70770168,CRE034,Interest
759,Loyalty Member Deal,TikTok Ads,The Mulia Nusa Dua,2024-02-12,12388,215,16180336.0,18,6,40304364,CRE026,Interest
760, Valentine Weekend,Email Campaign,Komaneka Bisma,2024-01-02,34288,1399,21566936.0,52,40,206371280,CRE003,Broad
761,Flash Sale 48H ,Email Campaign,The Mulia Nusa Dua,2024-02-19,55029,688,18976710.0,30,21,128856672,CRE004,Retargeting
762,Valentine Weekend,TikTok Ads,The Mulia Nusa Dua,2024-02-07,65915,1094,13755358.0,91,81,188629884,,Interest
763,loyalty member deal,Meta Ads,Alaya Ubud,2024-03-30,22417,752,12649087.0,81,45,186507360,CRE016,Broad
764,Loyalty Member Deal,Google Ads,Bisma Eight,2024-02-26,57697,2573,,182,85,350436130,,Lookalike
765, Loyalty Member Deal,Google Ads,Alaya Ubud,2024-03-02,12441,860,24338106.0,88,27,61880301,CRE022,Interest
766,Summer Escape 2024,Google Ads,Alaya Ubud,2024-01-01,55293,2272,9827474.0,234,107,844371240,,Lookalike
767,Loyalty Member Deal,Google Ads,Bisma Eight,2024-01-08,54567,2095,3582392.0,84,47,233867817,,Lookalike
768, Loyalty Member Deal,TikTok Ads,Komaneka Bisma,2024-01-22,45864,2959,3581698.0,262,181,592265485,CRE017,
769,Valentine Weekend,Email Campaign,The Mulia Nusa Dua,2024-01-28,54184,2195,15362516.0,161,71,176578633,CRE048,Retargeting
770,eid holiday package,TikTok Ads,The Layar Seminyak,2024-01-30,16813,1154,13461785.0,80,27,76602456,CRE044,Lookalike
771,Long Weekend Promo,Organic,Katamama Resort,2024-03-28,13927,801,7391128.0,80,27,87702750,CRE017,Retargeting
772,Valentine Weekend,Meta Ads,Komaneka Bisma,2024-03-20,31652,1252,3984489.0,25,19,96615171,CRE003,Retargeting
773,Loyalty Member Deal,Google Ads,Komaneka Bisma,2024-01-05,68430,2573,13910952.0,108,47,121365468,CRE047,Interest
774,Flash Sale 48H,Organic,Alaya Ubud,2024-03-14,14994,481,1578939.0,24,10,46999600,CRE050,Broad
775,VALENTINE WEEKEND,Email Campaign,Bisma Eight,2024-03-23,6963,319,18149687.0,27,24,42910656,CRE015,
776,LOYALTY MEMBER DEAL,Meta Ads,The Mulia Nusa Dua,2024-01-06,12653,202,14431028.0,8,4,25786220,CRE019,Retargeting
777,Loyalty Member Deal ,TikTok Ads,The Layar Seminyak,2024-02-06,47704,3642,22258977.0,283,134,1052016714,CRE046,Retargeting
778,long weekend promo,Organic,Katamama Resort,2024-03-17,26669,937,6749613.0,84,71,388265417,CRE034,Retargeting
779,Valentine Weekend,Organic,Alaya Ubud,2024-02-17,29784,1994,14740882.0,193,170,725772330,CRE034,
780,Loyalty Member Deal ,TikTok Ads,Alaya Ubud,2024-02-17,44586,1750,5336817.0,180,151,856430475,,Retargeting
781,Summer Escape 2024,TikTok Ads,Alaya Ubud,2024-02-17,2217,23,14713898.0,2,1,2668579,CRE014,Lookalike
782,valentine weekend,TikTok Ads,Bisma Eight,2024-02-05,67155,3078,9924768.0,195,169,449759869,CRE038,Retargeting
783,VALENTINE WEEKEND,Meta Ads,Alaya Ubud,2024-01-05,22329,1295,18331367.0,106,56,219700096,CRE024,Interest
784,Flash Sale 48H,Email Campaign,The Mulia Nusa Dua,2024-02-29,25001,294,5560898.0,23,9,22269753,,Broad
785,Flash Sale 48H,Meta Ads,The Layar Seminyak,2024-01-04,50639,2869,24571509.0,222,149,974385202,CRE046,Lookalike
786,Summer Escape 2024,Organic,Katamama Resort,2024-01-15,46069,3506,4203727.0,393,328,2509128496,CRE034,Broad
787,Valentine Weekend ,Email Campaign,Komaneka Bisma,2024-02-15,61755,4133,1668964.0,354,293,710716329,CRE014,Interest
788,Summer Escape 2024,Google Ads,Katamama Resort,2024-03-02,3245,214,23648845.0,11,5,20453210,CRE034,Lookalike
789,Loyalty Member Deal,Google Ads,Komaneka Bisma,2024-03-08,47985,2859,,57,24,178597056,CRE049,Retargeting
790,Flash Sale 48H,Google Ads,The Layar Seminyak,2024-02-17,60101,2048,3306100.0,56,19,90146203,CRE030,Retargeting
791,Valentine Weekend,Organic,Katamama Resort,2024-01-01,69100,5028,14570224.0,386,290,1562752290,CRE018,Lookalike
792,Flash Sale 48H,Meta Ads,Bisma Eight,2024-01-22,17921,765,20190446.0,82,64,457205312,CRE031,Lookalike
793,Valentine Weekend,Email Campaign,Katamama Resort,2024-01-04,67447,4798,5151807.0,253,81,373595328,,Retargeting
794,Loyalty Member Deal,Organic,The Mulia Nusa Dua,2024-02-14,9437,189,23888581.0,8,6,16273494,CRE014,Broad
795,Valentine Weekend ,TikTok Ads,The Mulia Nusa Dua,2024-01-05,53486,2764,6441983.0,273,234,701754300,CRE029,Interest
796,Eid Holiday Package,Google Ads,Alaya Ubud,2024-02-03,77693,3865,2859255.0,241,212,832711832,CRE017,Retargeting
797,Valentine Weekend,Email Campaign,Katamama Resort,2024-02-14,24109,452,9614174.0,46,24,57443808,CRE041,Lookalike
798,Eid Holiday Package,Meta Ads,Katamama Resort,2024-03-23,7827,394,11129913.0,22,7,37150379,CRE017,Lookalike
799,Valentine Weekend,Email Campaign,The Layar Seminyak,2024-03-18,70347,4894,1295370.0,228,114,607239468,CRE034,Retargeting
800,Eid Holiday Package,Meta Ads,Bisma Eight,2024-03-09,16702,404,6774061.0,40,12,94927260,CRE005,Broad
801,Loyalty Member Deal,Organic,Katamama Resort,2024-02-25,70359,4451,7196093.0,136,98,632558836,CRE042,Interest
802,Summer Escape 2024,Meta Ads,Katamama Resort,2024-03-12,65612,3254,,264,121,707144086,CRE025,Retargeting
803,Flash Sale 48H,Meta Ads,Bisma Eight,2024-01-01,9387,728,,55,24,164091960,CRE018,Lookalike
804,long weekend promo,Organic,The Layar Seminyak,2024-01-15,870,36,20397887.0,1,0,0,CRE046,Retargeting
805, Valentine Weekend,Google Ads,Komaneka Bisma,2024-01-28,71038,4910,18248250.0,100,89,562433275,CRE033,Broad
806,Valentine Weekend,Google Ads,Katamama Resort,2024-01-25,54097,1771,8008098.0,70,51,262012857,CRE044,Interest
807,Flash Sale 48H,Organic,The Mulia Nusa Dua,2024-01-30,53324,3266,19689373.0,374,335,2027373100,CRE009,
808,Eid Holiday Package,TikTok Ads,The Mulia Nusa Dua,2024-01-17,17747,279,4068413.0,12,4,31450052,CRE009,Lookalike
809,Eid Holiday Package,Email Campaign,Katamama Resort,2024-03-17,25912,954,8728302.0,100,32,152478528,CRE005,Interest
810,VALENTINE WEEKEND,TikTok Ads,Alaya Ubud,2024-02-05,22190,1301,3416510.0,128,40,252026360,CRE010,Broad
811,Loyalty Member Deal,Google Ads,The Layar Seminyak,2024-03-15,26094,1035,1126672.0,36,27,190279287,,Lookalike
812,Eid Holiday Package,Google Ads,Katamama Resort,2024-02-13,25060,1076,1752996.0,104,80,314654480,CRE042,
813,Valentine Weekend ,Google Ads,The Mulia Nusa Dua,2024-03-19,21635,774,15572999.0,23,11,25964521,CRE017,Retargeting
814, Flash Sale 48H,Organic,The Layar Seminyak,2024-01-06,77534,1233,,135,104,569275408,CRE044,Lookalike
815,loyalty member deal,Google Ads,The Mulia Nusa Dua,2024-02-24,33374,1672,24529608.0,136,95,340151490,CRE031,Interest
816, Loyalty Member Deal,Google Ads,The Mulia Nusa Dua,2024-02-28,3841,204,22534302.0,24,16,121163344,CRE019,Retargeting
817,Summer Escape 2024,Email Campaign,Katamama Resort,2024-02-25,35421,1420,7739687.0,135,118,190455776,CRE044,Retargeting
818,Long Weekend Promo,Meta Ads,Komaneka Bisma,2024-03-28,59451,4367,8607565.0,157,64,224510720,,Interest
819,FLASH SALE 48H,Organic,The Layar Seminyak,2024-02-08,16973,633,13902717.0,15,5,22805125,CRE039,Broad
820,Valentine Weekend,Organic,The Layar Seminyak,2024-02-28,39774,1619,1474404.0,99,56,350202384,CRE032,Broad
821,Summer Escape 2024,Organic,The Layar Seminyak,2024-03-18,10375,778,611845.0,35,30,236632860,CRE023,Broad
822, Valentine Weekend,Organic,Komaneka Bisma,2024-02-04,65774,4571,23082767.0,510,404,1448091944,CRE020,Broad
823,Flash Sale 48H,Google Ads,Bisma Eight,2024-02-25,65157,3250,3733314.0,139,46,189346580,CRE045,Lookalike
824, Loyalty Member Deal,Google Ads,Alaya Ubud,2024-01-12,36294,1089,21470261.0,75,31,197859391,CRE035,Broad
825, Loyalty Member Deal,TikTok Ads,Bisma Eight,2024-02-08,62475,1204,3117725.0,105,33,153283251,CRE037,Broad
826,Eid Holiday Package,Organic,Alaya Ubud,2024-02-07,45088,3509,5773000.0,127,99,751976181,CRE008,Retargeting
827,Long Weekend Promo,TikTok Ads,The Mulia Nusa Dua,2024-03-09,27960,611,9422610.0,70,53,214412825,CRE011,Broad
828,Loyalty Member Deal,TikTok Ads,The Mulia Nusa Dua,2024-03-04,58666,3906,10969178.0,291,112,338199680,CRE019,
829,Flash Sale 48H,Google Ads,Bisma Eight,2024-01-07,56867,2548,14217650.0,143,61,375166592,CRE010,Broad
830,long weekend promo,Meta Ads,The Mulia Nusa Dua,2024-02-20,78319,5488,18002751.0,528,318,762144876,CRE007,Broad
831,Loyalty Member Deal,Meta Ads,Alaya Ubud,2024-01-04,67944,3297,3992709.0,292,165,803203830,CRE001,Retargeting
832,loyalty member deal,Meta Ads,Alaya Ubud,2024-02-20,16020,930,5592625.0,45,29,91439494,,Retargeting
833,EID HOLIDAY PACKAGE,Organic,The Mulia Nusa Dua,2024-02-21,32139,1303,19677860.0,103,43,95640385,CRE013,Retargeting
834,Summer Escape 2024,Email Campaign,Alaya Ubud,2024-02-10,14215,941,1210120.0,81,64,476318464,CRE029,Broad
835,Long Weekend Promo,Google Ads,The Layar Seminyak,2024-02-27,36735,1757,24843358.0,154,64,241211328,CRE009,Broad
836,Eid Holiday Package,Google Ads,Alaya Ubud,2024-03-26,75802,1811,16932802.0,142,94,166216252,CRE017,Broad
837,Valentine Weekend,Google Ads,Katamama Resort,2024-02-27,59068,1921,8534411.0,191,63,113587173,CRE006,Lookalike
838,Long Weekend Promo,Organic,Bisma Eight,2024-02-07,38214,590,15435747.0,44,21,136182522,CRE025,
839,Loyalty Member Deal,Google Ads,Alaya Ubud,2024-03-17,52777,3233,11827237.0,69,40,147534360,,Retargeting
840,summer escape 2024,Email Campaign,The Mulia Nusa Dua,2024-02-26,13061,674,8348024.0,70,47,350099898,CRE036,Retargeting
841,loyalty member deal,Email Campaign,Alaya Ubud,2024-02-14,74469,1481,18883335.0,109,88,162254576,CRE049,Lookalike
842,Valentine Weekend,Email Campaign,Katamama Resort,2024-03-04,21570,1704,18608691.0,158,110,879213170,CRE006,Retargeting
843,Eid Holiday Package,Organic,The Mulia Nusa Dua,2024-02-10,20723,1410,18598734.0,155,55,418560120,CRE050,
844, Valentine Weekend,Google Ads,Alaya Ubud,2024-03-22,16618,670,16643695.0,74,50,198689650,CRE004,
845,Valentine Weekend,Meta Ads,The Mulia Nusa Dua,2024-02-10,70106,1777,5296068.0,157,52,180773476,CRE004,Retargeting
846,Valentine Weekend,TikTok Ads,The Layar Seminyak,2024-01-28,72008,3243,23904289.0,189,129,538785528,CRE015,Retargeting
847,Loyalty Member Deal,Meta Ads,The Layar Seminyak,2024-03-22,3721,292,8936863.0,13,7,48535452,CRE024,Broad
848,Summer Escape 2024,Google Ads,The Mulia Nusa Dua,2024-03-10,31905,1852,11745990.0,184,81,274910517,CRE039,Broad
849,Valentine Weekend,TikTok Ads,The Mulia Nusa Dua,2024-02-18,36648,2350,21447036.0,236,171,691466544,CRE041,Interest
850,Loyalty Member Deal,Google Ads,Katamama Resort,2024-02-25,12242,583,3518530.0,48,14,97054048,CRE011,Retargeting
851,Summer Escape 2024,TikTok Ads,Alaya Ubud,2024-01-28,23720,1296,1228285.0,154,110,280845070,CRE022,Retargeting
852,Eid Holiday Package ,TikTok Ads,Katamama Resort,2024-02-15,4322,245,10580888.0,25,8,31022760,CRE016,Lookalike
853,LOYALTY MEMBER DEAL,Meta Ads,Alaya Ubud,2024-03-11,21776,954,9983761.0,31,14,22433068,,Lookalike
854,Eid Holiday Package ,Google Ads,The Mulia Nusa Dua,2024-03-24,24758,583,19092847.0,65,20,74881180,CRE040,Interest
855,Valentine Weekend,Meta Ads,Bisma Eight,2024-01-01,48076,1717,3246818.0,195,77,244684363,CRE032,Retargeting
856,Summer Escape 2024 ,Google Ads,Alaya Ubud,2024-01-31,48068,2303,24424101.0,114,59,327931204,CRE038,Broad
857,Eid Holiday Package,TikTok Ads,Katamama Resort,2024-01-04,863,16,3592534.0,1,0,0,,Broad
858, Valentine Weekend,Google Ads,Katamama Resort,2024-01-17,30193,484,3062606.0,44,31,230108164,CRE046,
859,summer escape 2024,Email Campaign,Katamama Resort,2024-03-18,78273,1995,12436823.0,148,61,402095774,CRE043,Lookalike
860, Valentine Weekend,TikTok Ads,Katamama Resort,2024-01-23,77635,1468,4073108.0,107,33,61919187,CRE028,Retargeting
861,Summer Escape 2024,TikTok Ads,The Mulia Nusa Dua,2024-03-25,5997,283,17107920.0,32,24,187491096,CRE017,
862,flash sale 48h,TikTok Ads,The Layar Seminyak,2024-01-05,24048,417,19043260.0,37,24,129017184,CRE038,Lookalike
863,long weekend promo,TikTok Ads,The Layar Seminyak,2024-03-26,64903,1805,14761470.0,166,53,398058832,,Retargeting
864,Flash Sale 48H,Meta Ads,Bisma Eight,2024-03-07,32307,1729,2904685.0,162,130,620875840,CRE042,Broad
865,Loyalty Member Deal,TikTok Ads,The Layar Seminyak,2024-03-29,54609,1367,8521349.0,150,90,447251040,CRE041,
866,Eid Holiday Package,Organic,The Mulia Nusa Dua,2024-03-25,70918,3869,22678181.0,282,192,1490138496,CRE033,Lookalike
867,Summer Escape 2024,Organic,The Layar Seminyak,2024-01-08,23003,998,9947666.0,67,20,153832120,,Lookalike
868,Flash Sale 48H ,Meta Ads,Alaya Ubud,2024-01-16,64665,2762,21865514.0,147,47,314217466,CRE015,Broad
869,Long Weekend Promo,TikTok Ads,Katamama Resort,2024-02-24,22686,1469,16548003.0,147,128,547920768,CRE012,Retargeting
870, Flash Sale 48H,Google Ads,Komaneka Bisma,2024-01-15,14257,914,18520298.0,50,38,210866712,CRE026,Lookalike
